,Name,Slug,Position,Team,Team Slug,Pts,GWs,Mins Pts,G,A,CS,YC,RC,OG,2GC,PenMiss,Saves Pts,PenSave,Bonus
521,Víctor Díaz,victor-diaz,D,Granada,granada,0,1,0,0,0,0,0,0,0,0,0,0,0,0
522,Miguel Rubio,miguel-rubio,D,Granada,granada,0,1,0,0,0,0,0,0,0,0,0,0,0,0
523,Ignasi Miquel,ignasi-miquel,D,Granada,granada,2,1,2,0,0,0,0,0,0,0,0,0,0,0
524,Raúl Torrente,raul-torrente,D,Granada,granada,0,1,0,0,0,0,0,0,0,0,0,0,0,0
525,Pepe Sánchez,pepe-sanchez,D,Granada,granada,0,1,0,0,0,0,0,0,0,0,0,0,0,0
526,André Ferreira,andre-ferreira,G,Granada,granada,0,1,0,0,0,0,0,0,0,0,0,0,0,0
527,Isco,isco,M,Real Betis,real-betis,9,1,2,1,0,0,1,0,0,0,0,0,0,3
528,Joaquín,joaquin,M,Real Betis,real-betis,0,1,0,0,0,0,0,0,0,0,0,0,0,0
529,Chadi Riad,chadi-riad,D,Real Betis,real-betis,1,1,1,0,0,0,0,0,0,0,0,0,0,0
530,Marc Bartra,marc-bartra,D,Real Betis,real-betis,0,1,0,0,0,0,0,0,0,0,0,0,0,0
531,Lamine Yamal,lamine-yamal,F,Barcelona,barcelona,2,1,2,0,0,0,0,0,0,0,0,0,0,0
532,Jorge de Frutos,jorge-de-frutos,M,Rayo Vallecano,rayo-vallecano,1,1,1,0,0,0,0,0,0,0,0,0,0,0
533,Kike Pérez,kike-perez,M,Rayo Vallecano,rayo-vallecano,0,1,0,0,0,0,0,0,0,0,0,0,0,0
534,Diego Mendez,mendez-diego,M,Rayo Vallecano B,rayo-vallecano-b,0,1,0,0,0,0,0,0,0,0,0,0,0,0
535,Dani Cárdenas,dani-cardenas,G,Rayo Vallecano,rayo-vallecano,0,1,0,0,0,0,0,0,0,0,0,0,0,0
536,Alexander Sørloth,alexander-sorloth,F,Villarreal,villarreal,1,1,1,0,0,0,0,0,0,0,0,0,0,0
537,Andrés Ferrari,andres-ferrari,F,Villarreal B,villarreal-b,0,1,0,0,0,0,0,0,0,0,0,0,0,0
538,Dani Requena,dani-requena,M,Villarreal,villarreal,0,1,0,0,0,0,0,0,0,0,0,0,0,0
539,Rodri Alonso,rodri-alonso,M,Villarreal,villarreal,0,1,0,0,0,0,0,0,0,0,0,0,0,0
540,Matteo Gabbia,matteo-gabbia,D,Villarreal,villarreal,0,1,0,0,0,0,0,0,0,0,0,0,0,0
541,Lanchi,lanchi,D,Villarreal,villarreal,0,1,0,0,0,0,0,0,0,0,0,0,0,0
542,Dani Sancho,dani-sancho,F,Osasuna B,osasuna-b,0,1,0,0,0,0,0,0,0,0,0,0,0,0
543,Jorge Herrando,herrando-jorge,D,Osasuna,osasuna,0,1,0,0,0,0,0,0,0,0,0,0,0,0
544,Carl Starfelt,carl-starfelt,D,Celta Vigo,celta-vigo,0,1,0,0,0,0,0,0,0,0,0,0,0,0
545,André Silva,andre-silva,F,Real Sociedad,real-sociedad,2,1,2,0,0,1,0,0,0,0,0,0,0,0
546,Alex Lebarbier,alex-lebarbier,M,Real Sociedad,real-sociedad,0,1,0,0,0,0,0,0,0,0,0,0,0,0
547,Ekain Azkune,ekain-azkune,F,Real Sociedad B,real-sociedad-b,0,1,0,0,0,0,0,0,0,0,0,0,0,0
548,Arsen Zakharyan,arsen-zakharyan,M,Real Sociedad,real-sociedad,0,1,0,0,0,0,0,0,0,0,0,0,0,0
549,Jon Ander Olasagasti,jon-ander-olasagasti,M,Real Sociedad,real-sociedad,1,1,1,0,0,0,0,0,0,0,0,0,0,0
550,Eneko Astigarraga,eneko-astigarraga,M,Real Sociedad B,real-sociedad-b,0,1,0,0,0,0,0,0,0,0,0,0,0,0
551,Unai Marrero,unai-marrero,G,Real Sociedad,real-sociedad,0,1,0,0,0,0,0,0,0,0,0,0,0,0
552,Unai Eguíluz,unai-eguiluz,D,Athletic Bilbao B,athletic-bilbao-b,0,1,0,0,0,0,0,0,0,0,0,0,0,0
553,Cyle Larin,cyle-larin,F,Mallorca,mallorca,1,1,2,0,0,0,1,0,0,1,0,0,0,0
554,Sergi Darder,sergi-darder,M,Mallorca,mallorca,1,1,1,0,0,0,0,0,0,1,0,0,0,0
555,Ruben Quintanilla,quintanilla-ruben,M,Mallorca,mallorca,0,1,0,0,0,0,0,0,0,0,0,0,0,0
556,Marcos Fernández,marcos-fernandez,D,Mallorca,mallorca,0,1,0,0,0,0,0,0,0,0,0,0,0,0
557,Alberto Mari,alberto-mari,F,Valencia,valencia,1,1,1,0,0,0,0,0,0,0,0,0,0,0
558,Sergi Canós,sergi-canos,M,Valencia,valencia,0,1,0,0,0,0,0,0,0,0,0,0,0,0
559,Kepa Arrizabalaga,kepa-arrizabalaga,G,Real Madrid,real-madrid,0,1,0,0,0,0,0,0,0,0,0,0,0,0
560,Djibril Sow,djibril-sow,M,Sevilla,sevilla,1,1,1,0,0,0,0,0,0,0,0,0,0,0
561,Manu Bueno,bueno-manu,M,Sevilla,sevilla,0,1,0,0,0,0,0,0,0,0,0,0,0,0
562,Ørjan Nyland,orjan-nyland,G,Sevilla,sevilla,3,1,2,0,0,0,0,0,0,0,0,1,0,0
563,Samuel Omorodion,omorodion-samuel,F,Deportivo Alavés,deportivo-alaves,5,1,2,1,0,0,1,0,0,1,0,0,0,0
564,Alvaro Mouriño,alvaro-mourino,D,Atlético Madrid,atletico-madrid,0,1,0,0,0,0,0,0,0,0,0,0,0,0
565,Antonio Gomis Aleman,aleman-antonio-gomis,G,Atlético Madrid,atletico-madrid,0,1,0,0,0,0,0,0,0,0,0,0,0,0
566,Ibrahima Kone,ibrahima-kone,F,Almería,almeria,0,1,0,0,0,0,0,0,0,0,0,0,0,0
567,Marciano Sanca Tchami,sanca-tchami-marciano,F,Almería,almeria,0,1,0,0,0,0,0,0,0,0,0,0,0,0
568,Dion Lopy,dion-lopy,M,Almería,almeria,2,1,2,0,0,0,0,0,0,1,0,0,0,0
569,Marcos Pena,pena-marcos,M,Almería,almeria,0,1,0,0,0,0,0,0,0,0,0,0,0,0
570,Marc Pubill,marc-pubill,D,Almería,almeria,1,1,2,0,0,0,0,0,0,1,0,0,0,0
571,Luís Maximiano,luis-maximiano,G,Almería,almeria,1,1,2,0,0,0,0,0,0,1,0,0,0,0
572,Manuel Obón Salido,manuel-obon-salido,G,Almería,almeria,0,1,0,0,0,0,0,0,0,0,0,0,0,0
573,Santi García,santi-garcia,M,Getafe B,getafe-b,0,1,0,0,0,0,0,0,0,0,0,0,0,0
574,Santiago Garcia Gonzalez,garcia-gonzalez-santiago,M,Getafe,getafe,0,1,0,0,0,0,0,0,0,0,0,0,0,0
575,Gastón Álvarez,gaston-alvarez,D,Getafe,getafe,1,1,2,0,0,0,1,0,0,0,0,0,0,0
576,Jorge Benito,jorge-benito,G,Getafe,getafe,0,1,0,0,0,0,0,0,0,0,0,0,0,0
577,Mamadou Diallo,mamadou-diallo,M,Deportivo Alavés,deportivo-alaves,0,1,0,0,0,0,0,0,0,0,0,0,0,0
578,Ander Sánchez,ander-sanchez,M,Deportivo Alavés,deportivo-alaves,0,1,0,0,0,0,0,0,0,0,0,0,0,0
579,Rafa Marín,rafa-marin,D,Deportivo Alavés,deportivo-alaves,1,1,2,0,0,0,0,0,0,1,0,0,0,0
580,Nahuel Tenaglia,nahuel-tenaglia,D,Deportivo Alavés,deportivo-alaves,1,1,2,0,0,0,0,0,0,1,0,0,0,0
581,Joseda Álvarez,joseda-alvarez,D,Deportivo Alavés,deportivo-alaves,0,1,0,0,0,0,0,0,0,0,0,0,0,0
582,Álvaro Bastida,alvaro-bastida,M,Cádiz,cadiz,0,1,0,0,0,0,0,0,0,0,0,0,0,0
583,Lucas Pires,lucas-pires,D,Cádiz,cadiz,6,1,2,0,0,1,0,0,0,0,0,0,0,0
584,Iza Carcelén,iza-carcelen,D,Cádiz,cadiz,5,1,2,0,0,1,1,0,0,0,0,0,0,0
585,Jorge Meré,jorge-mere,D,Cádiz,cadiz,6,1,2,0,0,1,0,0,0,0,0,0,0,0
586,Julio,julio,D,Cádiz,cadiz,0,1,0,0,0,0,0,0,0,0,0,0,0,0
587,Munir El Haddadi,munir-el-haddadi,F,Las Palmas,las-palmas,2,1,2,0,0,0,0,0,0,0,0,0,0,0
588,Sory Kaba,sory-kaba,F,Las Palmas,las-palmas,1,1,1,0,0,0,0,0,0,0,0,0,0,0
589,Marvin Park,park-marvin,F,Las Palmas,las-palmas,1,1,2,0,0,0,1,0,0,0,0,0,0,0
590,Julian Araujo,julian-araujo,D,Las Palmas,las-palmas,0,1,0,0,0,0,0,0,0,0,0,0,0,0
591,Mika Mármol,mika-marmol,D,Las Palmas,las-palmas,2,1,2,0,0,0,0,0,0,0,0,0,0,0
592,Aarón Escandell,aaron-escandell,G,Las Palmas,las-palmas,0,1,0,0,0,0,0,1,0,0,0,0,0,0
593,Artem Dovbyk,artem-dovbyk,F,Girona FC,girona-fc,0,1,0,0,0,0,0,0,0,0,0,0,0,0
594,Iker Almena,iker-almena,F,Girona FC,girona-fc,0,1,0,0,0,0,0,0,0,0,0,0,0,0
595,Gonzalo Villar,gonzalo-villar,M,Granada,granada,2,1,2,0,0,1,1,0,0,0,0,0,0,0
596,Gerard Gumbau,gerard-gumbau,M,Granada,granada,1,1,1,0,0,0,0,0,0,0,0,0,0,0
597,Wilson Manafá,wilson-manafa,D,Granada,granada,0,1,0,0,0,0,0,0,0,0,0,0,0,0
598,Miki Bosch,miki-bosch,D,Granada,granada,0,1,0,0,0,0,0,0,0,0,0,0,0,0
599,Fermín López,fermin-lopez,M,Barcelona,barcelona,1,1,1,0,0,0,0,0,0,0,0,0,0,0
600,Pau Cubarsí,pau-cubarsi,D,Barcelona,barcelona,2,1,2,0,0,0,0,0,0,0,0,0,0,0
601,Andrei Rațiu,andrei-ratiu,D,Rayo Vallecano,rayo-vallecano,0,1,0,0,0,0,0,0,0,0,0,0,0,0
602,Anastasios Douvikas,douvikas-anastasios,F,Celta Vigo,celta-vigo,5,1,1,1,0,0,0,0,0,0,0,0,0,0
603,Hugo Sotelo,hugo-sotelo,M,Celta Vigo,celta-vigo,0,1,0,0,0,0,0,0,0,0,0,0,0,0
604,Kieran Tierney,kieran-tierney,D,Real Sociedad,real-sociedad,0,1,0,0,0,0,0,0,0,0,0,0,0,0
605,Iván Cuéllar,ivan-cuellar,G,Mallorca,mallorca,0,1,0,0,0,0,0,0,0,0,0,0,0,0
606,Dodi Lukebakio,dodi-lukebakio,F,Sevilla,sevilla,0,1,0,0,0,0,0,0,0,0,0,0,0,0
607,Álex Calatrava,alex-calatrava,F,Atlético Madrid,atletico-madrid,0,1,0,0,0,0,0,0,0,0,0,0,0,0
608,Ivan Vasiljevic,ivan-vasiljevic,D,Atlético Madrid,atletico-madrid,0,1,0,0,0,0,0,0,0,0,0,0,0,0
609,Ianis Hagi,ianis-hagi,M,Deportivo Alavés,deportivo-alaves,1,1,1,0,0,0,0,0,0,0,0,0,0,0
610,Maximiliano Gómez,maximiliano-gomez,F,Cádiz,cadiz,1,1,1,0,0,0,0,0,0,0,0,0,0,0
611,Máximo Perrone,maximo-perrone,M,Las Palmas,las-palmas,2,1,2,0,0,0,0,0,0,0,0,0,0,0
612,Juanma Herzog,juanma-herzog,D,Las Palmas,las-palmas,0,1,0,0,0,0,0,0,0,0,0,0,0,0
613,Alex Gonzalez,gonzalez-alex,G,Las Palmas,las-palmas,0,1,0,0,0,0,0,0,0,0,0,0,0,0
614,Mario González,mario-gonzalez,M,Granada,granada,0,1,0,0,0,0,0,0,0,0,0,0,0,0
615,Dani Pérez,dani-perez,M,Real Betis,real-betis,0,1,0,0,0,0,0,0,0,0,0,0,0,0
616,João Cancelo,joao-cancelo,D,Barcelona,barcelona,1,1,1,0,0,0,0,0,0,0,0,0,0,0
617,Iker Munoz,munoz-iker,M,Osasuna,osasuna,0,1,0,0,0,0,0,0,0,0,0,0,0,0
618,Mihailo Ristić,mihailo-ristic,D,Celta Vigo,celta-vigo,6,1,2,0,0,1,0,0,0,0,0,0,0,0
619,Vicente Guaita,vicente-guaita,G,Celta Vigo,celta-vigo,6,1,2,0,0,1,0,0,0,0,0,0,0,0
620,Pablo Marín,pablo-marin,M,Real Sociedad B,real-sociedad-b,0,1,0,0,0,0,0,0,0,0,0,0,0,0
621,Urko González,urko-gonzalez,D,Real Sociedad,real-sociedad,0,1,0,0,0,0,0,0,0,0,0,0,0,0
622,Unai Gómez,unai-gomez,M,Athletic Club,athletic-club,0,1,0,0,0,0,0,0,0,0,0,0,0,0
623,Matija Nastasić,matija-nastasic,D,Mallorca,mallorca,0,1,0,0,0,0,0,0,0,0,0,0,0,0
624,Roman Yaremchuk,roman-yaremchuk,F,Valencia,valencia,5,1,2,1,0,0,1,0,0,0,0,0,0,0
625,Selim Amallah,amallah-selim,M,Valencia,valencia,1,1,1,0,0,0,0,0,0,0,0,0,0,0
626,Mariano Díaz,mariano-diaz,F,Sevilla,sevilla,0,1,0,0,0,0,0,0,0,0,0,0,0,0
627,Boubakary Soumaré,boubakary-soumare,M,Sevilla,sevilla,2,1,2,0,0,0,0,0,0,0,0,0,0,0
628,César Montes,cesar-montes,D,Almería,almeria,0,1,1,0,0,0,0,0,0,1,0,0,0,0
629,Mason Greenwood,mason-greenwood,M,Getafe,getafe,9,1,2,1,0,0,0,0,0,0,0,0,0,2
630,Rominigue Kouamé,rominigue-kouame,M,Cádiz,cadiz,1,1,1,0,0,0,0,0,0,0,0,0,0,0
631,Jhon Solís,jhon-solis,M,Girona FC,girona-fc,1,1,1,0,0,0,0,0,0,0,0,0,0,0
632,Lucas Boyé,lucas-boye,F,Granada,granada,0,1,0,0,0,0,0,0,0,0,0,0,0,0
633,Álvaro Fernández,alvaro-fernandez,M,Granada,granada,0,1,0,0,0,0,0,0,0,0,0,0,0,0
634,Mario Ramos,mario-ramos,G,Extremadura UD,extremadura-ud,0,1,0,0,0,0,0,0,0,0,0,0,0,0
635,Carlos Romero,carlos-romero,D,Villarreal B,villarreal-b,0,1,0,0,0,0,0,0,0,0,0,0,0,0
636,Sergio Ramos,sergio-ramos,D,Sevilla,sevilla,0,1,0,0,0,0,0,0,0,0,0,0,0,0
637,Mini,mini,M,Atlético Madrid,atletico-madrid,0,1,0,0,0,0,0,0,0,0,0,0,0,0
638,Jastin García,jastin-garcia,F,Girona FC,girona-fc,0,1,0,0,0,0,0,0,0,0,0,0,0,0
639,Assane Diao,assane-diao,M,Real Betis,real-betis,1,1,2,0,0,0,1,0,0,0,0,0,0,0
640,Germán García,german-garcia,G,Real Betis,real-betis,0,1,0,0,0,0,0,0,0,0,0,0,0,0
641,Iker Álvarez,iker-alvarez,G,Villarreal,villarreal,0,1,0,0,0,0,0,0,0,0,0,0,0,0
642,Diego Lopez,diego-lopez,M,Valencia,valencia,5,1,2,0,1,0,0,0,0,0,0,0,0,0
643,Marciano Sanca,marciano-sanca,F,Almería,almeria,0,1,0,0,0,0,0,0,0,0,0,0,0,0
644,Gorka Rivera,gorka-rivera,D,Getafe,getafe,0,1,0,0,0,0,0,0,0,0,0,0,0,0
645,Tomás Mendes,tomas-mendes,M,Deportivo Alavés,deportivo-alaves,0,1,0,0,0,0,0,0,0,0,0,0,0,0
646,Unai Ropero,unai-ropero,F,Deportivo Alavés,deportivo-alaves,0,1,0,0,0,0,0,0,0,0,0,0,0,0
647,Ricardo Visus,ricardo-visus,D,Real Betis,real-betis,0,1,0,0,0,0,0,0,0,0,0,0,0,0
648,Marco Moreno,marco-moreno,D,Atlético Madrid,atletico-madrid,0,1,0,0,0,0,0,0,0,0,0,0,0,0
649,Selvi Clua Oya,selvi-clua-oya,M,Girona,girona,0,1,0,0,0,0,0,0,0,0,0,0,0,0
650,Paco Sanz,sanz-paco,D,Almería,almeria,0,1,0,0,0,0,0,0,0,0,0,0,0,0
651,Rúben Montero,ruben-montero,G,Deportivo Alavés,deportivo-alaves,0,1,0,0,0,0,0,0,0,0,0,0,0,0
652,Ale Gorrin,gorrin-ale,G,Las Palmas,las-palmas,0,1,0,0,0,0,0,0,0,0,0,0,0,0
653,Gines Sorroche,gines-sorroche,F,Real Betis,real-betis,0,1,0,0,0,0,0,0,0,0,0,0,0,0
654,Marc Guiu,marc-guiu,F,Barcelona,barcelona,0,1,0,0,0,0,0,0,0,0,0,0,0,0
655,Adrià Altimira,altimira-adria,D,Villarreal B,villarreal-b,0,1,0,0,0,0,0,0,0,0,0,0,0,0
656,Aitor Fraga,fraga-aitor,G,Real Sociedad,real-sociedad,0,1,0,0,0,0,0,0,0,0,0,0,0,0
657,Yarek Gasiorowski,gasiorowski-yarek,D,Valencia,valencia,0,1,0,0,0,0,0,0,0,0,0,0,0,0
658,Adrián Niño,adrian-nino,F,Atlético Madrid,atletico-madrid,0,1,0,0,0,0,0,0,0,0,0,0,0,0
659,Marc Guiu,guiu-marc,F,Barcelona U19,barcelona-u19,0,1,0,0,0,0,0,0,0,0,0,0,0,0
660,Aleix Garrido,aleix-garrido,M,Barcelona,barcelona,0,1,0,0,0,0,0,0,0,0,0,0,0,0
661,Unai Hernández,unai-hernandez,M,Barcelona,barcelona,0,1,0,0,0,0,0,0,0,0,0,0,0,0
662,Ander Ibañez,ander-ibanez,G,Osasuna,osasuna,0,1,0,0,0,0,0,0,0,0,0,0,0,0
663,Gaizka Ayesa,gaizka-ayesa,G,Real Sociedad,real-sociedad,0,1,0,0,0,0,0,0,0,0,0,0,0,0
664,Adu Ares,adu-ares,F,Athletic Club,athletic-club,0,1,0,0,0,0,0,0,0,0,0,0,0,0
665,Daniel Luna,daniel-luna,M,Mallorca,mallorca,0,1,0,0,0,0,0,0,0,0,0,0,0,0
666,Yuzún Ley,yuzun-ley,D,Mallorca,mallorca,0,1,0,0,0,0,0,0,0,0,0,0,0,0
667,Diego Piñeiro,diego-pineiro,G,Real Madrid,real-madrid,0,1,0,0,0,0,0,0,0,0,0,0,0,0
668,Facundo Esnaider,facundo-esnaider,F,Getafe,getafe,0,1,0,0,0,0,0,0,0,0,0,0,0,0
669,Nabil Aberdin,nabil-aberdin,D,Getafe,getafe,0,1,0,0,0,0,0,0,0,0,0,0,0,0
670,Alejandro Morata,morata-alejandro,D,Cádiz,cadiz,0,1,0,0,0,0,0,0,0,0,0,0,0,0
671,Gines Sorroche Pinero,sorroche-pinero-gines,M,Real Betis,real-betis,0,1,0,0,0,0,0,0,0,0,0,0,0,0
672,Sokratis,sokratis,D,Real Betis,real-betis,1,1,2,0,0,0,1,0,0,0,0,0,0,0
673,Aristide Njalla,aristide-njalla,M,Cádiz,cadiz,0,1,0,0,0,0,0,0,0,0,0,0,0,0
674,Julio Cabrera,julio-cabrera,D,Cádiz,cadiz,0,1,0,0,0,0,0,0,0,0,0,0,0,0
675,Adri Miranda,adri-miranda,D,Cádiz,cadiz,0,1,0,0,0,0,0,0,0,0,0,0,0,0
676,Marc Casadó,marc-casado,M,Barcelona,barcelona,0,1,0,0,0,0,0,0,0,0,0,0,0,0
677,Diego Collado,diego-collado,F,Villarreal,villarreal,0,1,0,0,0,0,0,0,0,0,0,0,0,0
678,Javier Rodríguez,javier-rodriguez,D,Celta Vigo,celta-vigo,0,1,0,0,0,0,0,0,0,0,0,0,0,0
679,Pau Mascaró,pau-mascaro,F,Mallorca,mallorca,0,1,0,0,0,0,0,0,0,0,0,0,0,0
680,Pablo Gozálbez,pablo-gozalbez,F,Valencia B,valencia-b,0,1,0,0,0,0,0,0,0,0,0,0,0,0
681,Nico Paz,nico-paz,M,Real Madrid Castilla,real-madrid-castilla,0,1,0,0,0,0,0,0,0,0,0,0,0,0
682,Antonio Gomis,antonio-gomis,G,Atlético Madrid,atletico-madrid,0,1,0,0,0,0,0,0,0,0,0,0,0,0
683,Miguel Peñalver,miguel-penalver,D,Almería,almeria,0,1,0,0,0,0,0,0,0,0,0,0,0,0
684,Pau,pau,F,Las Palmas,las-palmas,0,1,0,0,0,0,0,0,0,0,0,0,0,0
685,Yadam,yadam,M,Las Palmas,las-palmas,0,1,0,0,0,0,0,0,0,0,0,0,0,0
686,Pol Tristan Jimenez,pol-tristan-jimenez,G,Granada,granada,0,1,0,0,0,0,0,0,0,0,0,0,0,0
687,Rachad Dhimi,rachad-dhimi,F,Almería,almeria,0,1,0,0,0,0,0,0,0,0,0,0,0,0
688,Francisco Vieites,francisco-vieites,G,Real Betis,real-betis,0,1,0,0,0,0,0,0,0,0,0,0,0,0
689,Diego Kochen,kochen-diego,G,Barcelona,barcelona,0,1,0,0,0,0,0,0,0,0,0,0,0,0
690,Jorge Pascual,jorge-pascual,F,Villarreal,villarreal,0,1,0,0,0,0,0,0,0,0,0,0,0,0
691,Abraham Rando,rando-abraham,D,Villarreal,villarreal,0,1,0,0,0,0,0,0,0,0,0,0,0,0
692,Pablo Valencia,pablo-valencia,G,Osasuna,osasuna,0,1,0,0,0,0,0,0,0,0,0,0,0,0
693,Hugo Martín,hugo-martin,M,Real Sociedad,real-sociedad,0,1,0,0,0,0,0,0,0,0,0,0,0,0
694,Aitor Fraga,aitor-fraga,G,Real Sociedad,real-sociedad,0,1,0,0,0,0,0,0,0,0,0,0,0,0
695,Álex Padilla,alex-padilla,G,Athletic Club,athletic-club,0,1,0,0,0,0,0,0,0,0,0,0,0,0
696,Hugo González,hugo-gonzalez,F,Valencia,valencia,0,1,0,0,0,0,0,0,0,0,0,0,0,0
